
UniqueId,paperID:ID,Title,PublishInYear:int,Journal Id,Journal Name,Conference Series Id,Conference Series Name,Source URL,Venue Short Name,TimestampAdded,TimestampLastVisited,TimestampMod,:LABEL
20171030024136-001-01-37,2120948145,towards the implementation of a generalized fuzzy relational database model,1995,null,null,null,null,null,null,2017-10-3014:42:47,2017-10-3014:42:47,2017-10-3014:42:47,paper
20171030024136-001-01-2,2032352315,implementing imprecision in information systems,1985,null,null,null,null,null,null,2017-10-3014:42:47,2017-10-3014:42:47,2017-10-3014:42:47,paper
20171030024136-001-01-66,2518912002,modeling and interoperability of heterogeneous genomic big data for integrative processing and querying,2016,null,null,null,null,null,null,2017-10-3014:42:47,2017-10-3014:42:47,2017-10-3014:42:47,paper
20171030024136-001-01-31,1975796366,discovering and exploiting statistical properties for query optimization in relational databases a survey,2009,null,null,null,null,null,null,2017-10-3014:42:47,2017-10-3014:42:47,2017-10-3014:42:47,paper
20171030024136-001-01-95,2106619679,characterising nested database dependencies by fragments of propositional logic,2008,null,null,null,null,null,null,2017-10-3014:42:47,2017-10-3014:42:47,2017-10-3014:42:47,paper
20171030024136-001-01-60,2018569661,ontological aspects of information modeling,1996,null,null,null,null,null,null,2017-10-3014:42:47,2017-10-3014:42:47,2017-10-3014:42:47,paper
20171030024136-001-01-25,2182469000,concept oriented model,2014,null,null,null,null,null,null,2017-10-3014:42:47,2017-10-3014:42:47,2017-10-3014:42:47,paper
20171030024136-001-01-89,2056299038,fuzzy rough set techniques for uncertainty processing in a relational database,2000,null,null,null,null,null,null,2017-10-3014:42:47,2017-10-3014:42:47,2017-10-3014:42:47,paper
20171030024136-001-01-54,2077005267,towards a deductive object oriented database language,1990,null,null,null,null,null,null,2017-10-3014:42:47,2017-10-3014:42:47,2017-10-3014:42:47,paper
20171030024136-001-01-19,1559962185,automating data exchange in process choreographies,2015,null,null,null,null,null,null,2017-10-3014:42:47,2017-10-3014:42:47,2017-10-3014:42:47,paper
20171030024136-001-01-83,2083641979,cardinality constraints in semantic data models,1993,null,null,null,null,null,null,2017-10-3014:42:47,2017-10-3014:42:47,2017-10-3014:42:47,paper
20171030024136-001-01-48,2030743401,comparing a rule based approach with a pattern based approach at different levels of complexity of conceptual data modelling tasks,2004,null,null,null,null,null,null,2017-10-3014:42:47,2017-10-3014:42:47,2017-10-3014:42:47,paper
20171030024136-001-01-13,2000025733,estimating record selectivities,1983,null,null,null,null,null,null,2017-10-3014:42:47,2017-10-3014:42:47,2017-10-3014:42:47,paper
20171030024136-001-01-77,2079595337,prediction of irrigation return flows through a hierarchical modeling approach,2009,null,null,null,null,null,null,2017-10-3014:42:47,2017-10-3014:42:47,2017-10-3014:42:47,paper
20171030024136-001-01-42,1990855883,functional dependencies in relational databases a lattice point of view,1992,null,null,null,null,null,null,2017-10-3014:42:47,2017-10-3014:42:47,2017-10-3014:42:47,paper
20171030024136-001-01-7,2118676023,chapter 6 the kleisli query system as a backbone for bioinformatics data integration and analysis,2003,null,null,null,null,null,null,2017-10-3014:42:47,2017-10-3014:42:47,2017-10-3014:42:47,paper
20171030024136-001-01-71,2760481745,framework for ontology driven decision making,2017,null,null,null,null,null,null,2017-10-3014:42:47,2017-10-3014:42:47,2017-10-3014:42:47,paper
20171030024136-001-01-36,2091849010,negation in rule based database languages a survey,1991,null,null,null,null,null,null,2017-10-3014:42:47,2017-10-3014:42:47,2017-10-3014:42:47,paper
20171030024136-001-01-1,2183519765,relational division in rank aware databases,2016,null,null,null,null,null,null,2017-10-3014:42:47,2017-10-3014:42:47,2017-10-3014:42:47,paper
20171030024136-001-01-65,2131935659,automatic optimized discovery creation and processing of astronomical catalogs,2013,null,null,null,null,null,null,2017-10-3014:42:47,2017-10-3014:42:47,2017-10-3014:42:47,paper
20171030024136-001-01-30,2008191602,privacy leakage in multi relational databases a semi supervised learning perspective,2006,null,null,null,null,null,null,2017-10-3014:42:47,2017-10-3014:42:47,2017-10-3014:42:47,paper
20171030024136-001-01-94,2031460417,normal design algebra,2010,null,null,null,null,null,null,2017-10-3014:42:47,2017-10-3014:42:47,2017-10-3014:42:47,paper
20171030024136-001-01-59,2233864206,measuring semantic based structural similarity in multi relational networks,2016,null,null,null,null,null,null,2017-10-3014:42:47,2017-10-3014:42:47,2017-10-3014:42:47,paper
20171030024136-001-01-24,1517591738,vagueness and roughness,2008,null,null,null,null,null,null,2017-10-3014:42:47,2017-10-3014:42:47,2017-10-3014:42:47,paper
20171030024136-001-01-88,2019949936,design with objects an approach to object oriented design,1998,null,null,null,null,null,null,2017-10-3014:42:47,2017-10-3014:42:47,2017-10-3014:42:47,paper
20171030024136-001-01-53,2067631864,complex objects for relational databases,1990,null,null,null,null,null,null,2017-10-3014:42:47,2017-10-3014:42:47,2017-10-3014:42:47,paper
20171030024136-001-01-18,1539983305,biql a query language for analyzing information networks,2012,null,null,null,null,null,null,2017-10-3014:42:47,2017-10-3014:42:47,2017-10-3014:42:47,paper
20171030024136-001-01-38,1987358974,a hyperknowledge framework of decision support systems,1994,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-3,1989673910,imas an integrated manufacturing data administration system,1988,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-67,2082747269,graqula a graphical query language for entity relationship or relational databases,1993,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-32,2747409681,logic and databases a history of deductive databases,2014,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-96,2057537938,constructing armstrong tables for general cardinality constraints and not null constraints,2015,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-61,1996935935,loose coupling of kaus with existing rdbmss,1990,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-26,2087515863,on the expressive power of the relational algebra,1978,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-90,2131259392,characterizing the result of the division of fuzzy relations,2005,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-55,2136150317,aldat a retrospective on a work in progress,2007,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-20,1761813188,approximate instance retrieval on ontologies,2010,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-84,2609030187,software development in relation algebra with ampersand,2017,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-49,2049709040,finite queries do not have effective syntax,1999,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-14,201227444,chapter 13 bioinformatics concepts methods and data,2014,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-78,47659085,maximum segment sum monadically distilled tutorial with solutions,2011,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-43,2063236246,insight into object oriented databases,1990,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-8,2593197694,big data technologies and management,2017,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-72,2150575980,the relational model in information retrieval,1981,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-37,2156999259,fuzzy identification in fuzzy databases the nuanced relational division,1994,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-2,1975966225,approaches to deductive object oriented databases,1992,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-66,2273471938,reducing the search space by closure and simplification paradigms,2017,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-31,1964053375,a relational rock mechanics database scheme with a hierarchical structure,2011,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-95,1995404223,from orthogonal projections to a generalized quantum search,2013,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-60,2041118191,efficient representation and algebraic manipulation of infinite relations in paraconsistent databases,2000,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-25,2013877038,er modelling from first relational principles,2004,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-89,2575089608,the semiotics of configurations for the immanent design of interactive computational systems,2017,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-54,2012808855,capturing chemical information in an extended relational database system,1988,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-19,2073950437,the world as database on the relation of software development query methods and interpretative independence,2012,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-83,2487612957,evolutionary database design enhancing data abstraction through database modularization to achieve graceful schema evolution,2016,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-48,2270335673,exact learning of multivalued dependencies,2015,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-13,1908227512,optimal covers in the relational database model,2016,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-77,2090799017,extending semantic object model towards more unified view of information objects,1991,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-42,2051065032,correctness of semantic integrity checking in database management systems,1988,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-7,2005968860,on the integration of data and mathematical modeling languages,1992,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-71,2077156984,access synchronization and deadlock analysis in database systems an implementation oriented approach,1975,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-36,2050636943,an information system to support collaborative brain tumor research,1997,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-1,2104127688,an improved division operator for relational algebra,1989,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-65,2074350464,the implementation of a standard irds repository for the tasis software engineering environment,1992,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-30,2084309704,databases and expert systems for high temperature corrosion and coatings,1993,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-94,2076836287,geo link correlations of heterogeneous geo spatial entities,2014,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-59,2048954306,taxonomy and formal properties of distributed joins,1986,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-24,2008129477,a processing algorithm for master detail records in a relational database,1987,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-88,2004984830,an interactive fashion design system infads,1975,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-53,2051190538,on the number of candidate keys,1978,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-18,2060304179,minimal lossless decompositions and some normal forms between 4nf and pj nf,1998,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-82,2011613137,familial model of data,1984,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-47,2068100443,optimizing the evaluation of calculus expressions in a relational database system,1980,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-12,1966810531,coping with indefinite and negative data in deductive databases a survey,1987,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-76,2317897117,from semantic data models to object orientation in design,1989,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-41,1992452199,membership problem for embedded multivalued dependencies under some restricted conditions,1983,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-6,1968297926,genpro automatic generation of prolog clause files for knowledge based systems in the biomedical sciences,1989,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-70,2031354460,towards an information retrieval language based on a relational view of data,1977,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-35,1982731436,automatic process design from nonprocedural specification,1995,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-0,2078540045,recent developments in the theory of data structures,1978,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-64,2075446321,application of a model of abstraction to spatial data modelling,1992,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-29,2509355130,algorithms for database keys discovery assistance,2016,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-93,2058150235,database user interfaces in a scientific environment,1990,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-58,161165287,logical inference as an aid to analysis in large databases,1981,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-23,2019943666,process model and resource management in a distributed database,1982,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-87,2043605040,bradford musical instrument simulator and workstation,1988,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-52,2045030167,shelter s donor datamart,2001,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-17,2014399947,a prescriptive database interface methodology for end users,1982,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-81,1976624535,a comparison of join operations in dbase iv,1991,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-46,1040508663,chapter 4 databases and database management,1992,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
20171030024136-001-01-11,91334535,the application of parallelism in commercial dynamic information systems the forth clyde project,1991,null,null,null,null,null,null,2017-10-3014:42:50,2017-10-3014:42:50,2017-10-3014:42:50,paper
